11264 76
12291 98
18435 99
18439 86
12296 71
14347 98
19467 84
10251 80
19472 70
10258 80
12309 65
11286 93
12312 71
10267 86
14363 66
17436 71
18463 75
15392 97
14369 92
12321 68
19492 72
17446 63
14377 67
13356 91
19503 80
15407 81
12336 82
15411 80
10292 93
11318 82
18490 63
17469 81
10301 95
14398 85
11331 86
14403 83
15429 64
10310 65
19531 79
12364 61
17485 78
13391 62
15440 80
15441 61
19538 94
14420 63
18516 71
14421 69
19542 80
11351 66
19546 95
14430 91
16479 93
14432 83
18529 69
10342 96
15464 61
13419 77
15472 87
11380 94
16501 86
17528 85
12409 93
10361 75
14458 97
19578 67
18555 78
19582 80
10366 68
16510 81
11393 64
17539 60
19590 70
15494 78
18568 78
10377 82
16521 91
15499 89
13454 94
15502 62
12430 78
11406 78
16528 83
18580 80
14484 63
17560 64
17562 99
18586 67
18588 64
16540 71
10398 75
10402 64
13478 67
19622 84
16555 72
18608 93
15537 98
17585 70
10418 73
12466 64
11443 73
17587 98
18612 63
11445 78
16565 93
12470 84
19641 89
17594 70
13498 81
12479 91
14527 85
15556 77
18631 99
12488 72
14539 67
16588 71
18636 77
15567 83
16598 74
14551 69
13529 97
10458 86
11482 74
19675 99
14555 91
13532 65
18657 95
16615 87
14570 84
12523 96
16620 78
19696 96
19698 78
11509 80
13557 88
18678 68
16630 95
15609 71
19706 86
16635 99
11517 96
13567 81
12544 69
17665 77
15618 69
15619 76
17669 89
19720 75
16649 79
10507 79
12561 83
15638 81
19735 74
14615 64
12568 96
14620 75
18716 62
15646 78
18718 90
17698 63
13604 67
12582 95
15654 70
19751 91
10536 90
12584 82
18729 68
10537 86
11561 67
19755 91
16684 75
17710 80
16686 94
18735 95
11570 76
19762 97
10547 72
17716 68
11572 70
10549 63
14646 64
11574 99
19766 78
11581 77
14655 90
18751 62
10563 71
14659 85
12611 61
10565 67
13638 82
18760 62
11593 73
13648 68
19795 60
13653 96
17751 60
10583 66
15706 64
12636 96
18784 75
15712 67
12645 69
17765 60
11623 63
13671 75
10608 80
17776 68
14705 68
13685 77
11638 70
12663 84
12667 60
15739 75
10622 95
14720 73
18818 93
14727 60
12680 74
10632 96
14731 84
19855 72
18834 89
10644 64
16788 67
16789 94
13719 67
12699 86
15772 97
14749 83
17825 96
19876 60
18855 62
11688 81
18861 77
14767 87
12720 76
16818 69
13748 64
19900 93
13757 97
18877 64
14783 82
19905 73
14786 68
14794 94
18896 88
13777 66
12755 96
18901 62
15830 72
11736 64
16857 72
16858 74
11740 84
16862 78
17887 77
19936 95
16864 85
12769 97
11752 64
18923 63
12779 99
14829 87
16878 62
12783 86
16883 67
13811 83
14845 90
19967 88
19969 68
10759 95
17927 92
14856 85
19976 69
17929 64
17930 63
11787 70
10764 87
14867 62
18964 68
10776 82
11801 89
10777 87
12827 68
11805 99
14880 71
10789 64
18981 98
13866 84
15920 79
18997 90
13879 99
10814 99
10821 93
16966 60
12870 61
15943 89
19020 86
11853 85
14927 66
16976 91
12890 67
15963 71
15965 67
19038 66
19040 93
13922 62
18029 77
11890 79
10869 93
13942 74
14966 87
17017 67
17032 63
17033 99
11914 64
13964 89
17037 65
16016 80
10897 81
14993 70
19091 85
11923 62
17051 63
19101 61
10910 75
15007 83
13984 66
12962 85
19107 83
12964 68
10918 64
18087 62
15016 78
13997 76
18095 68
19120 76
19122 60
19123 75
11958 96
18107 91
14013 96
18116 89
17093 96
19141 61
17098 61
13003 87
17102 65
19156 99
15060 72
14038 69
16088 88
16092 88
10973 76
16096 86
19170 82
18146 97
12002 87
19171 92
16103 75
15080 65
14057 95
13034 79
13040 67
16112 88
13054 69
12035 61
16131 60
17156 76
15111 69
19208 87
12042 85
19210 78
13073 72
18197 88
11036 66
17184 67
18209 78
13091 80
13092 70
19236 66
12069 88
11051 63
16171 71
16172 79
19244 73
10030 86
11054 60
19247 64
19248 96
10032 81
11057 81
18233 81
17213 86
15167 79
19264 94
15169 65
17218 73
19267 79
12100 60
16196 89
11077 87
18245 67
13128 66
18248 96
19274 97
17228 75
16204 98
11084 75
11085 78
17229 72
14157 77
10062 75
18264 97
12122 67
13147 81
19292 61
16220 77
12125 97
16224 78
12132 96
13159 75
16233 91
15210 99
14187 80
12143 72
12145 67
14194 81
18291 71
16244 80
14198 98
10104 86
12152 96
14200 87
11130 83
14203 81
18305 86
16267 86
12173 71
16271 91
17296 60
12177 87
11154 67
15253 87
14229 63
14230 92
19351 90
11159 66
13209 73
10140 77
17308 99
18334 84
16287 88
12192 63
